repo_full_name,sha,html_url,author_login,author_id,author_type,authored_date,committer_login,committed_date,message,additions,deletions,total_changes,files_changed_count,parent_shas
recommenders-team/recommenders,45e1b215a35e69b92390e16eb818d4528d0a33a2,https://github.com/recommenders-team/recommenders/commit/45e1b215a35e69b92390e16eb818d4528d0a33a2,miguelgfierro,3491412,User,2025-05-08T19:01:52+00:00,web-flow,2025-05-08T19:01:52+00:00,"Merge pull request #2231 from recommenders-team/staging

Staging to main: fixed issue with wikidata",2,0,2,1,"d0d315368a28615591f8860683ae66207fc8c49d,c275ec9802f9da1b4289123a2c79c2254da42435"
recommenders-team/recommenders,c275ec9802f9da1b4289123a2c79c2254da42435,https://github.com/recommenders-team/recommenders/commit/c275ec9802f9da1b4289123a2c79c2254da42435,miguelgfierro,3491412,User,2025-05-06T05:35:38+00:00,web-flow,2025-05-06T05:35:38+00:00,"Merge pull request #2229 from recommenders-team/skip_wikidata

Skip wikidata notebooks due to the API being unstable",2,0,2,1,"ea07f412370b5f1d80b23b8f4aa9681cb678d260,d588c9a60887d18aa3b374cd41d2e9dd855c2cfb"
recommenders-team/recommenders,d0d315368a28615591f8860683ae66207fc8c49d,https://github.com/recommenders-team/recommenders/commit/d0d315368a28615591f8860683ae66207fc8c49d,miguelgfierro,3491412,User,2025-05-05T13:55:59+00:00,web-flow,2025-05-05T13:55:59+00:00,"Merge pull request #2222 from recommenders-team/staging

Staging to main",510,269,779,19,"d58014367f66cea4596a728ba3994c2ed3d12fe3,ea07f412370b5f1d80b23b8f4aa9681cb678d260"
recommenders-team/recommenders,d588c9a60887d18aa3b374cd41d2e9dd855c2cfb,https://github.com/recommenders-team/recommenders/commit/d588c9a60887d18aa3b374cd41d2e9dd855c2cfb,miguelgfierro,3491412,User,2025-05-05T13:47:53+00:00,miguelgfierro,2025-05-05T13:47:53+00:00,"Skip wikidata notebooks due to the API being unstable

Signed-off-by: miguelgfierro <miguelgfierro@users.noreply.github.com>",2,0,2,1,ea07f412370b5f1d80b23b8f4aa9681cb678d260
recommenders-team/recommenders,ea07f412370b5f1d80b23b8f4aa9681cb678d260,https://github.com/recommenders-team/recommenders/commit/ea07f412370b5f1d80b23b8f4aa9681cb678d260,miguelgfierro,3491412,User,2025-05-03T08:27:35+00:00,web-flow,2025-05-03T08:27:35+00:00,"Merge pull request #2227 from recommenders-team/wiki_error

Improve knowledge graph notebook and wikidata function",173,126,299,4,"fe2f289c056f40d8ebff5cfd632fa889f8f4f494,249e870abe384d7fd8ac7b93dd11536948e103df"
recommenders-team/recommenders,249e870abe384d7fd8ac7b93dd11536948e103df,https://github.com/recommenders-team/recommenders/commit/249e870abe384d7fd8ac7b93dd11536948e103df,miguelgfierro,3491412,User,2025-05-02T14:21:44+00:00,miguelgfierro,2025-05-02T14:21:44+00:00,":bug:

Signed-off-by: miguelgfierro <miguelgfierro@users.noreply.github.com>",1,1,2,1,2878e28f3c91726e239468771abe29bc338c55d5
recommenders-team/recommenders,2878e28f3c91726e239468771abe29bc338c55d5,https://github.com/recommenders-team/recommenders/commit/2878e28f3c91726e239468771abe29bc338c55d5,miguelgfierro,3491412,User,2025-05-02T14:21:14+00:00,miguelgfierro,2025-05-02T14:21:14+00:00,":memo:

Signed-off-by: miguelgfierro <miguelgfierro@users.noreply.github.com>",0,2,2,1,1a33b2373dcedc888c91d2d4999e77e918f1db94
recommenders-team/recommenders,1a33b2373dcedc888c91d2d4999e77e918f1db94,https://github.com/recommenders-team/recommenders/commit/1a33b2373dcedc888c91d2d4999e77e918f1db94,miguelgfierro,3491412,User,2025-05-02T13:01:22+00:00,miguelgfierro,2025-05-02T13:01:22+00:00,Merge branch 'wiki_error' of github.com:recommenders-team/recommenders into wiki_error,0,0,0,0,"1ed430a34add2960ca7a63ef7a037fcde3a2ef9d,927bf0551c25c71840959c453324ae1e8ea2c31f"
recommenders-team/recommenders,1ed430a34add2960ca7a63ef7a037fcde3a2ef9d,https://github.com/recommenders-team/recommenders/commit/1ed430a34add2960ca7a63ef7a037fcde3a2ef9d,miguelgfierro,3491412,User,2025-05-02T13:00:58+00:00,miguelgfierro,2025-05-02T13:00:58+00:00,":bug:

Signed-off-by: miguelgfierro <miguelgfierro@users.noreply.github.com>",7,1,8,1,65a65b361fd1cc1bf14ec1bff2d5e460dcc686e8
recommenders-team/recommenders,65a65b361fd1cc1bf14ec1bff2d5e460dcc686e8,https://github.com/recommenders-team/recommenders/commit/65a65b361fd1cc1bf14ec1bff2d5e460dcc686e8,miguelgfierro,3491412,User,2025-05-02T10:57:47+00:00,miguelgfierro,2025-05-02T12:57:47+00:00,":bug:

Signed-off-by: miguelgfierro <miguelgfierro@users.noreply.github.com>",3,2,5,1,8de24f298a505cb4fa33d47eb372d0c7c120b223
