repo_full_name,sha,html_url,author_login,author_id,author_type,authored_date,committer_login,committed_date,message,additions,deletions,total_changes,files_changed_count,parent_shas
ray-project/ray,983d1ab957fb489001c4d5ae1835f48477f49f71,https://github.com/ray-project/ray/commit/983d1ab957fb489001c4d5ae1835f48477f49f71,davidxia,480621,User,2025-05-12T05:26:15+00:00,web-flow,2025-05-12T05:26:15+00:00,"[Doc] improve prometheus-grafana.md (#52821)

Signed-off-by: David Xia <david@davidxia.com>",21,18,39,1,66b19d390d156635c32403226d6d6c6e82fb079d
ray-project/ray,66b19d390d156635c32403226d6d6c6e82fb079d,https://github.com/ray-project/ray/commit/66b19d390d156635c32403226d6d6c6e82fb079d,lk-chen,5988771,User,2025-05-10T19:12:10+00:00,web-flow,2025-05-10T19:12:10+00:00,"[ray.data.llm] Unify fields in SGLang and vLLM config (#52823)

Signed-off-by: Linkun Chen <github@lkchen.net>
Signed-off-by: lkchen <github@lkchen.net>",78,95,173,5,e7bff7f09e7f5f75603c2a301a9fb19706381dbc
ray-project/ray,e7bff7f09e7f5f75603c2a301a9fb19706381dbc,https://github.com/ray-project/ray/commit/e7bff7f09e7f5f75603c2a301a9fb19706381dbc,pcmoritz,113316,User,2025-05-10T05:31:50+00:00,web-flow,2025-05-10T05:31:50+00:00,"Fix uv run when use with vllm's Ray backend (#52916)

<!-- Thank you for your contribution! Please review
https://github.com/ray-project/ray/blob/master/CONTRIBUTING.rst before
opening a pull request. -->

<!-- Please add a reviewer to the assignee section when you create a PR.
If you don't have the access to it, we will shortly find a reviewer and
assign them to your PR. -->

## Why are these changes needed?

If vllm's Ray backend is used in the vllm V1 architecture, it will start
a subprocess and then call ray.init in that subprocess to launch the
actual vllm replicas. This PR makes it so the uv environment still gets
propagated correctly in that case.

This change is consistent with the behavior of how uv environments
propagate to subprocesses with just vanilla `uv run` without Ray:

```
(base) pcmoritz@pcmoritz-DQ44HV60WX vllm-repro % cat pyproject.toml 
[project]
name = ""test""
version = ""0.1""
dependencies = [
   ""ray"",
]
```
```
(base) (base) pcmoritz@pcmoritz-DQ44HV60WX vllm-repro % cat test.py 
import sys

import ray
import subprocess
import psutil

print(sys.executable)
print(ray.__path__)

# avoid fork bomb
if len(psutil.Process().parents()) > 10:
    sys.exit(0)

subprocess.check_call([sys.executable, ""test.py""])
```

```
(base) pcmoritz@pcmoritz-DQ44HV60WX vllm-repro % uv run test.py
warning: No `requires-python` value found in the workspace. Defaulting to `>=3.12`.
/private/tmp/vllm-repro/.venv/bin/python3
['/private/tmp/vllm-repro/.venv/lib/python3.12/site-packages/ray']
/private/tmp/vllm-repro/.venv/bin/python3
['/private/tmp/vllm-repro/.venv/lib/python3.12/site-packages/ray']
/private/tmp/vllm-repro/.venv/bin/python3
['/private/tmp/vllm-repro/.venv/lib/python3.12/site-packages/ray']
/private/tmp/vllm-repro/.venv/bin/python3
['/private/tmp/vllm-repro/.venv/lib/python3.12/site-packages/ray']
/private/tmp/vllm-repro/.venv/bin/python3
['/private/tmp/vllm-repro/.venv/lib/python3.12/site-packages/ray']
/private/tmp/vllm-repro/.venv/bin/python3
['/private/tmp/vllm-repro/.venv/lib/python3.12/site-packages/ray']
```

## Related issue number

<!-- For example: ""Closes #1234"" -->

## Checks

- [ ] I've signed off every commit(by using the -s flag, i.e., `git
commit -s`) in this PR.
- [ ] I've run `scripts/format.sh` to lint the changes in this PR.
- [ ] I've included any doc changes needed for
https://docs.ray.io/en/master/.
- [ ] I've added any new APIs to the API Reference. For example, if I
added a
method in Tune, I've added it in `doc/source/tune/api/` under the
           corresponding `.rst` file.
- [ ] I've made sure the tests are passing. Note that there might be a
few flaky tests, see the recent failures at https://flakey-tests.ray.io/
- Testing Strategy
   - [ ] Unit tests
   - [ ] Release tests
   - [ ] This PR is not tested :(

---------

Co-authored-by: pcmoritz <pcmoritz@anyscale.com>",54,7,61,2,f3e86752eee651ee839dc97c13d558fdb370b08e
ray-project/ray,f3e86752eee651ee839dc97c13d558fdb370b08e,https://github.com/ray-project/ray/commit/f3e86752eee651ee839dc97c13d558fdb370b08e,GokuMohandas,8000987,User,2025-05-10T05:27:32+00:00,web-flow,2025-05-10T05:27:32+00:00,"Entity recognition with LLMs (#52342)

<!-- Thank you for your contribution! Please review
https://github.com/ray-project/ray/blob/master/CONTRIBUTING.rst before
opening a pull request. -->

<!-- Please add a reviewer to the assignee section when you create a PR.
If you don't have the access to it, we will shortly find a reviewer and
assign them to your PR. -->

## Why are these changes needed?

<!-- Please give a short summary of the change and the problem this
solves. -->

## Related issue number

<!-- For example: ""Closes #1234"" -->

## Checks

- [ ] I've signed off every commit(by using the -s flag, i.e., `git
commit -s`) in this PR.
- [ ] I've run `scripts/format.sh` to lint the changes in this PR.
- [ ] I've included any doc changes needed for
https://docs.ray.io/en/master/.
- [ ] I've added any new APIs to the API Reference. For example, if I
added a
method in Tune, I've added it in `doc/source/tune/api/` under the
           corresponding `.rst` file.
- [ ] I've made sure the tests are passing. Note that there might be a
few flaky tests, see the recent failures at https://flakey-tests.ray.io/
- Testing Strategy
   - [ ] Unit tests
   - [ ] Release tests
   - [ ] This PR is not tested :(

---------

Signed-off-by: GokuMohandas <gokumd@gmail.com>
Signed-off-by: Goku Mohandas <gokumd@gmail.com>
Signed-off-by: angelinalg <angelina@anyscale.com>
Co-authored-by: angelinalg <122562471+angelinalg@users.noreply.github.com>
Co-authored-by: angelinalg <angelina@anyscale.com>",3059,24,3083,28,7d58cd76f00d8d96dc494f32a034f154308f9ce4
ray-project/ray,7d58cd76f00d8d96dc494f32a034f154308f9ce4,https://github.com/ray-project/ray/commit/7d58cd76f00d8d96dc494f32a034f154308f9ce4,aslonnie,95255098,User,2025-05-10T01:33:52+00:00,web-flow,2025-05-10T01:33:52+00:00,"[release] support using any dir in the repo as working dir (#52925)

to support testing from docs dir

Signed-off-by: Lonnie Liu <lonnie@anyscale.com>",27,43,70,5,c983d99626e290e30efcd6f5bdc92e56b561d6bd
ray-project/ray,c983d99626e290e30efcd6f5bdc92e56b561d6bd,https://github.com/ray-project/ray/commit/c983d99626e290e30efcd6f5bdc92e56b561d6bd,dayshah,85444498,User,2025-05-10T00:45:12+00:00,web-flow,2025-05-10T00:45:12+00:00,"[core] Record grpc client failures (#52790)

Signed-off-by: dayshah <dhyey2019@gmail.com>",57,21,78,16,8addae4ed4d154ec999187277d4300cc592bfbbd
ray-project/ray,8addae4ed4d154ec999187277d4300cc592bfbbd,https://github.com/ray-project/ray/commit/8addae4ed4d154ec999187277d4300cc592bfbbd,chris-ray-zhang,10645555,User,2025-05-10T00:30:34+00:00,web-flow,2025-05-10T00:30:34+00:00,remove anyscale navbar on docs.ray.io (#52907),0,9,9,2,40779a4fa92ad0b60adde92344fc52c6347ec4dd
ray-project/ray,40779a4fa92ad0b60adde92344fc52c6347ec4dd,https://github.com/ray-project/ray/commit/40779a4fa92ad0b60adde92344fc52c6347ec4dd,TimothySeah,5440944,User,2025-05-10T00:13:50+00:00,web-flow,2025-05-10T00:13:50+00:00,"[train][doc] Remove unused configuration-overview page (#52912)


Signed-off-by: Timothy Seah <tseah@Mac.attlocal.net>
Co-authored-by: Timothy Seah <tseah@Mac.attlocal.net>",1,33,34,2,257df20e399008254d0104b65d46bd52acf7a8a8
ray-project/ray,257df20e399008254d0104b65d46bd52acf7a8a8,https://github.com/ray-project/ray/commit/257df20e399008254d0104b65d46bd52acf7a8a8,alexeykudinkin,428277,User,2025-05-10T00:02:34+00:00,web-flow,2025-05-10T00:02:34+00:00,"[Data] Cleaning up Executor shutdown sequence (#52828)

## Why are these changes needed?

1. Log exception prompting the shutdown (if any)
2. Round durations logged (to millis)

---------

Signed-off-by: Alexey Kudinkin <ak@anyscale.com>",12,2,14,1,d258fee55dc2051ea67b2422290d11e89985a484
ray-project/ray,d258fee55dc2051ea67b2422290d11e89985a484,https://github.com/ray-project/ray/commit/d258fee55dc2051ea67b2422290d11e89985a484,c8ef,90297911,User,2025-05-09T21:57:43+00:00,web-flow,2025-05-09T21:57:43+00:00,"[RLLIB] Fix simple typo in `rllib/evaluation/collectors/agent_collector.py` (#52773)

Signed-off-by: Connector Switch <c8ef@outlook.com>",1,1,2,1,5c5590895ad10b956e4ad9fba4c2cda2be68541d
